 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016
23 7.94354e+10 7.17028e+10 5.88064e+10 6.89953e+10 1.30343e+11 8.03548e+10 5.01404e+10 1.14916e+11 5.51798e+10 4.25465e+10 1.1992e+11 9.96577e+10 6.37843e+10 8.19565e+10 1.07897e+11 8.53036e+10 7.54107e+10
24 9.32092e+10 8.95658e+10 6.28122e+10 8.02507e+10 9.41947e+10 1.18584e+11 7.72569e+10 1.06676e+11 9.22064e+10 4.29716e+10 1.05646e+11 8.2918e+10 6.34601e+10 8.69798e+10 1.29903e+11 1.05457e+11 7.22907e+10
25 1.18109e+11 7.43777e+10 6.5453e+10 7.80765e+10 8.42584e+10 1.53897e+11 1.07466e+11 1.09785e+11 9.24483e+10 4.07116e+10 9.77273e+10 8.0516e+10 7.50584e+10 8.6001e+10 1.04273e+11 1.03702e+11 7.23422e+10
26 1.07112e+11 7.43482e+10 6.24875e+10 8.08543e+10 7.91466e+10 1.01017e+11 9.25124e+10 1.03755e+11 5.50683e+10 3.86883e+10 9.60173e+10 5.70056e+10 6.28361e+10 8.73464e+10 8.29928e+10 1.00517e+11 5.77354e+10
27 1.71747e+11 9.31917e+10 5.06902e+10 9.28817e+10 4.96409e+10 9.47501e+10 8.17803e+10 9.96464e+10 1.39327e+11 3.72349e+10 8.04273e+10 9.00624e+10 7.01787e+10 6.71017e+10 9.7853e+10 9.36993e+10 4.31821e+10
28 7.92938e+10 8.32583e+10 4.77909e+10 1.08643e+11 4.45112e+10 1.2965e+11 8.73408e+10 8.32886e+10 1.76152e+11 3.65813e+10 7.08136e+10 8.66943e+10 7.90202e+10 7.27661e+10 8.35592e+10 8.57146e+10 7.43815e+10
29 5.27727e+10 6.35842e+10 5.6746e+10 1.08633e+11 4.30194e+10 1.15162e+11 1.23157e+11 7.22955e+10 2.34023e+11 4.64711e+10 9.1783e+10 7.56242e+10 1.21442e+11 6.16603e+10 5.98371e+10 8.77903e+10 7.13922e+10
30 8.3388e+10 8.17682e+10 5.49387e+10 1.0303e+11 5.56989e+10 7.05704e+10 1.11585e+11 6.31126e+10 2.20658e+11 3.59338e+10 9.96143e+10 7.94627e+10 1.26538e+11 8.57447e+10 8.21583e+10 5.26737e+10 9.45893e+10
31 1.1183e+11 5.85815e+10 5.76713e+10 9.12529e+10 6.50432e+10 6.71252e+10 8.92815e+10 7.14469e+10 2.06992e+11 4.64713e+10 1.04533e+11 4.89695e+10 1.20565e+11 7.50461e+10 9.2946e+10 4.4313e+10 1.01461e+11
32 1.18454e+11 6.61053e+10 4.578e+10 7.72328e+10 5.77002e+10 5.66465e+10 7.58019e+10 6.88332e+10 2.09628e+11 4.38764e+10 5.08804e+10 5.5128e+10 1.11039e+11 6.5243e+10 1.05495e+11 1.16777e+11 7.94141e+10
33 1.2245e+11 6.26506e+10 4.21319e+10 8.9452e+10 5.25889e+10 5.52368e+10 9.22227e+10 7.25255e+10 1.83378e+11 3.72625e+10 6.75159e+10 4.50155e+10 1.20048e+11 6.49377e+10 1.079e+11 8.20113e+10 7.58471e+10
34 1.50876e+11 6.20216e+10 4.62182e+10 5.65966e+10 4.87915e+10 6.1445e+10 5.37095e+10 6.04546e+10 1.79435e+11 8.59782e+10 6.01705e+10 4.89481e+10 9.12654e+10 8.3862e+10 7.29034e+10 6.94373e+10 7.45418e+10
35 1.17812e+11 5.72785e+10 6.14572e+10 6.7543e+10 7.55359e+10 5.73141e+10 3.81287e+10 6.46077e+10 1.19837e+11 1.03782e+11 5.79042e+10 6.44068e+10 6.53435e+10 9.45177e+10 9.35046e+10 5.97411e+10 6.67025e+10
36 1.04782e+11 4.60386e+10 5.69327e+10 6.63907e+10 8.25555e+10 5.4938e+10 9.49499e+10 1.15747e+11 6.33216e+10 6.35877e+10 6.93881e+10 4.359e+10 5.46648e+10 1.45664e+11 5.27198e+10 5.79278e+10 5.35762e+10
37 9.63976e+10 5.31023e+10 7.58387e+10 5.53652e+10 5.29029e+10 6.148e+10 1.00609e+11 6.55316e+10 7.24445e+10 7.49523e+10 7.02117e+10 3.02937e+10 4.75535e+10 1.41956e+11 5.01094e+10 4.92355e+10 4.75135e+10
38 1.1222e+11 5.00097e+10 5.88627e+10 5.27259e+10 7.61028e+10 6.11361e+10 6.43038e+10 7.02012e+10 1.41024e+11 5.78456e+10 6.78863e+10 4.5676e+10 4.43391e+10 1.00084e+11 6.76132e+10 5.9097e+10 4.36134e+10
39 1.28678e+11 4.22073e+10 4.65728e+10 4.25614e+10 4.37985e+10 4.63177e+10 8.38887e+10 5.55938e+10 1.41659e+11 6.0698e+10 1.13693e+11 4.68124e+10 3.74966e+10 9.19217e+10 6.64293e+10 8.76493e+10 6.83352e+10
40 1.00478e+11 5.28319e+10 6.84792e+10 4.76397e+10 4.03467e+10 4.52004e+10 8.91406e+10 3.27417e+10 1.80377e+11 3.76302e+10 1.15719e+11 1.01472e+11 8.37768e+10 8.23869e+10 6.65295e+10 9.5069e+10 4.99718e+10
41 4.77631e+10 5.74793e+10 5.0784e+10 5.29974e+10 5.1604e+10 6.0857e+10 4.74277e+10 3.13827e+10 1.68732e+11 3.29866e+10 8.95519e+10 1.08372e+11 7.91675e+10 7.33488e+10 6.7023e+10 7.08446e+10 5.98488e+10
